Unit Name,SPO ID,Unit Type,University,Society,Member Count,Members Required,Members Met,Events (General),Events (Technical),Events (Unreported),Events Required,Events Met,Chair,Counselor,Advisor,Vice Chair,Secretary,Treasurer,Webmaster,Officers Status,Requirements Met,Overall Vitality
"Los Llanos Univ De, IA34",SBC02331,Student Branch Chapter,Universidad de los Llanos,IA34,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Pontificia Univ Javeriana Sede Bogota, PE31",SBC04591H,Student Branch Chapter,Pontificia Univ Javeriana Sede Bogota,PE31,2,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Pontificia Univ Javeriana Sede Bogota,AES10",SBC04591F,Student Branch Chapter,Pontificia Univ Javeriana Sede Bogota,AES10,4,6,No,2,2,2,2,Yes,Yes,,No,Yes,Yes,No,No,Partial,1/3,Not Met
"Pontificia Univ Javeriana Sede Bogota,C16",SBC04591C,Student Branch Chapter,Pontificia Univ Javeriana Sede Bogota,C16,8,6,Yes,6,3,0,2,Yes,Yes,,No,Yes,Yes,Yes,Yes,Partial,2/3,Not Met
"Pontificia Univ Javeriana Sede Bogota,CS23",SBC04591A,Student Branch Chapter,Pontificia Univ Javeriana Sede Bogota,CS23,1,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Pontificia Univ Javeriana Sede Bogota,ED15",SBC04591E,Student Branch Chapter,Pontificia Univ Javeriana Sede Bogota,ED15,7,6,Yes,2,1,0,2,No,Yes,,Yes,Yes,Yes,Yes,Yes,Met,2/3,Not Met
"Pontificia Univ Javeriana Sede Bogota,EMB18",SBC04591D,Student Branch Chapter,Pontificia Univ Javeriana Sede Bogota,EMB18,8,6,Yes,25,12,0,2,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Met,3/3,Met
"Pontificia Univ Javeriana Sede Bogota,IA34",SBC04591B,Student Branch Chapter,Pontificia Univ Javeriana Sede Bogota,IA34,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Pontificia Univ Javeriana Sede Bogota,PE31",SBC04591K,Student Branch Chapter,Pontificia Univ Javeriana Sede Bogota,PE31,2,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Pontificia Univ Javeriana Sede Bogota,PHO36",SBC04591J,Student Branch Chapter,Pontificia Univ Javeriana Sede Bogota,PHO36,3,6,No,3,2,0,2,Yes,No,,Yes,No,Yes,No,Yes,Partial,1/3,Not Met
"Pontificia Univ Javeriana Sede Bogota,RA24",SBC04591G,Student Branch Chapter,Pontificia Univ Javeriana Sede Bogota,RA24,10,6,Yes,34,13,0,2,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Met,3/3,Met
"Pontificia Univ Javeriana Sede Bogota,SP01",SBC04591I,Student Branch Chapter,Pontificia Univ Javeriana Sede Bogota,SP01,0,6,No,2,0,1,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Uni Nac de Colombia Sede Bogota,EMC27/NANO42/SEN39",SBC06431H,Student Branch Chapter,Universidad Nacional De Colombia Sede Bogota,EMC27/NANO42/SEN39,4,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Univ De Ibague - Coruniversitaria,IA34",SBC62121A,Student Branch Chapter,Univ De Ibague - Coruniversitaria,IA34,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Univ Dist Francisco Jose de Caldas - Bolivar, RA24",SBC18011A,Student Branch Chapter,Univ Distrital Francisco Jose de Caldas - Bolivar,RA24,4,6,No,0,0,0,2,No,Yes,,No,Yes,No,Yes,No,Partial,0/3,Not Met
"Univ Dist Francisco Jose de Caldas - Bolivar,C16",SBC18011C,Student Branch Chapter,Univ Distrital Francisco Jose de Caldas - Bolivar,C16,3,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Univ Dist Francisco Jose de Caldas - Bolivar,COM19",SBC18011B,Student Branch Chapter,Univ Distrital Francisco Jose de Caldas - Bolivar,COM19,22,6,Yes,0,0,0,2,No,No,,No,No,No,No,No,Not Met,1/3,Not Met
"Univ Dist Francisco Jose de Caldas Fac Tec, PE31",SBC18011,Student Branch Chapter,Univ Distrital Francisco Jose de Caldas - Bolivar,PE31,1,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Univ Distrital Francisco Jose De Caldas, AES10",SBC0433K,Student Branch Chapter,Universidad Distrital Francisco Jose de Caldas,AES10,2,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Univ Distrital Francisco Jose De Caldas, CAS04",SBC0433D,Student Branch Chapter,Universidad Distrital Francisco Jose de Caldas,CAS04,24,6,Yes,0,0,2,2,No,Yes,,No,No,No,No,No,Partial,1/3,Not Met
"Univ Distrital Francisco Jose De Caldas, CS23",SBC0433C,Student Branch Chapter,Universidad Distrital Francisco Jose de Caldas,CS23,4,6,No,1,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Univ Distrital Francisco Jose De Caldas, PEL35",SBC0433L,Student Branch Chapter,Universidad Distrital Francisco Jose de Caldas,PEL35,12,6,Yes,12,4,2,2,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Met,3/3,Met
"Univ Distrital Francisco Jose De Caldas, SP01",SBC0433A,Student Branch Chapter,Universidad Distrital Francisco Jose de Caldas,SP01,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Univ Distrital Francisco Jose De Caldas,C16",SBC04331,Student Branch Chapter,Universidad Distrital Francisco Jose de Caldas,C16,13,6,Yes,0,0,0,2,No,No,,No,No,No,No,No,Not Met,1/3,Not Met
"Univ Distrital Francisco Jose De Caldas,COM19",SBC0433B,Student Branch Chapter,Universidad Distrital Francisco Jose de Caldas,COM19,15,6,Yes,0,0,0,2,No,No,,No,No,No,No,No,Not Met,1/3,Not Met
"Univ Distrital Francisco Jose De Caldas,EMB18",SBC0433F,Student Branch Chapter,Universidad Distrital Francisco Jose de Caldas,EMB18,13,6,Yes,1,0,0,2,No,Yes,,No,Yes,No,No,No,Partial,1/3,Not Met
"Univ Distrital Francisco Jose de Caldas, GRS29",SBC0433E,Student Branch Chapter,Universidad Distrital Francisco Jose de Caldas,GRS29,9,6,Yes,0,0,0,2,No,Yes,,Yes,Yes,Yes,Yes,Yes,Met,2/3,Not Met
"Univ Distrital Francisco Jose de Caldas, PE31",SBC0433H,Student Branch Chapter,Universidad Distrital Francisco Jose de Caldas,PE31,16,6,Yes,0,0,0,2,No,Yes,,Yes,Yes,No,No,No,Met,2/3,Not Met
"Univ El Bosque, COM19",SBC60951,Student Branch Chapter,Universidad El Bosque,COM19,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Univ El Bosque, IA34",SBC60951G,Student Branch Chapter,Universidad El Bosque,IA34,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Univ El Bosque, SIT30",SBC60951F,Student Branch Chapter,Universidad El Bosque,SIT30,2,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Univ Nacional Sede Manizales, PE31",SBC61301A,Student Branch Chapter,Universidad Nacional sede Manizales,PE31,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Univ Nacional Sede Manizales,ED15",SBC61301B,Student Branch Chapter,Universidad Nacional sede Manizales,ED15,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Univ Pontificia Bolivariana (UPB),COM19",SBC090211,Student Branch Chapter,Univ Pontificia Bolivariana (UPB),COM19,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Univ Santo Tomas De Aquino,C16",SBC0985A,Student Branch Chapter,Univ Santo Tomas De Aquino,C16,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Univ Santo Tomas De Aquino,COM19",SBC09851,Student Branch Chapter,Univ Santo Tomas De Aquino,COM19,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Univ Santo Tomas De Aquino,PE31",SBC09851B,Student Branch Chapter,Univ Santo Tomas De Aquino,PE31,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Univ Santo Tomas De Aquino,RA24",SBC0985B,Student Branch Chapter,Univ Santo Tomas De Aquino,RA24,1,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Univ Santo Tomas De Aquino,SP01",SBC09851A,Student Branch Chapter,Univ Santo Tomas De Aquino,SP01,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Univ Tecnologica de Pereira,CS23/SEN39/CSC41",SBC17431B,Student Branch Chapter,Universidad Tecnologica de Pereira,CS23/SEN39/CSC41,1,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Autonoma de Bucaramanga,EMB18",SBC65361,Student Branch Chapter,Universidad Autonoma de Bucaramanga,EMB18,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Autonoma de Campeche,IA34",SBC65681,Student Branch Chapter,Universidad del Quindio,IA34,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Catolica de Colombia,C16",SBC62201A,Student Branch Chapter,Universidad Catolica de Colombia,C16,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Catolica de Colombia,COM19",SBC62201,Student Branch Chapter,Universidad Catolica de Colombia,COM19,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Catolica de Colombia,ED15/NANO42",SBC62201B,Student Branch Chapter,Universidad Catolica de Colombia,ED15/NANO42,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Catolica de Colombia,PHO36",SBC62201C,Student Branch Chapter,Universidad Catolica de Colombia,PHO36,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad El Bosque, PE31",SBC60951D,Student Branch Chapter,Universidad El Bosque,PE31,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Francisco de Paula Santander,COM19",SBC10591A,Student Branch Chapter,Universidad Francisco de Paula Santander,COM19,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Francisco de Paula Santander,PE31",SBC10591B,Student Branch Chapter,Universidad Francisco de Paula Santander,PE31,1,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Francisco de Paula Santander,RA24",SBC10591C,Student Branch Chapter,Universidad Francisco de Paula Santander,RA24,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Francisco de Paula Santander,SP01",SBC10591D,Student Branch Chapter,Universidad Francisco de Paula Santander,SP01,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Incca de Colombia, RA24",SBC034111,Student Branch Chapter,Universidad INCCA de Colombia,RA24,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Industrial de Santander,AES10",SBC10511E,Student Branch Chapter,Universidad Industrial de Santander,AES10,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Industrial de Santander,C16",SBC10511I,Student Branch Chapter,Universidad Industrial de Santander,C16,20,6,Yes,7,2,1,2,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Met,3/3,Met
"Universidad Industrial de Santander,CS23",SBC10511H,Student Branch Chapter,Universidad Industrial de Santander,CS23,6,6,Yes,0,0,2,2,No,Yes,,Yes,No,No,No,No,Met,2/3,Not Met
"Universidad Industrial de Santander,E25",SBC10511J,Student Branch Chapter,Universidad Industrial de Santander,E25,10,6,Yes,6,4,4,2,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Met,3/3,Met
"Universidad Industrial de Santander,ED15",SBC10511D,Student Branch Chapter,Universidad Industrial de Santander,ED15,20,6,Yes,0,0,0,2,No,No,,No,No,No,No,No,Not Met,1/3,Not Met
"Universidad Industrial de Santander,EMB18",SBC10511C,Student Branch Chapter,Universidad Industrial de Santander,EMB18,15,6,Yes,1,0,0,2,No,Yes,,Yes,Yes,Yes,Yes,Yes,Met,2/3,Not Met
"Universidad Industrial de Santander,PE31",SBC1015A,Student Branch Chapter,Universidad Industrial de Santander,PE31,6,6,Yes,11,4,0,2,Yes,Yes,,Yes,Yes,No,Yes,Yes,Met,3/3,Met
"Universidad Industrial de Santander,RA24",SBC10511G,Student Branch Chapter,Universidad Industrial de Santander,RA24,6,6,Yes,1,1,3,2,No,Yes,,Yes,Yes,Yes,Yes,Yes,Met,2/3,Not Met
"Universidad Industrial de Santander,SP01",SBC10511,Student Branch Chapter,Universidad Industrial de Santander,SP01,8,6,Yes,0,0,0,2,No,No,,No,No,No,No,No,Not Met,1/3,Not Met
"Universidad Industrial de Santander,SSC37",SBC10511F,Student Branch Chapter,Universidad Industrial de Santander,SSC37,11,6,Yes,3,3,0,2,Yes,Yes,,Yes,No,No,Yes,Yes,Met,3/3,Met
"Universidad Nacional Abierta y a Distancia,AES10",SBC13071A,Student Branch Chapter,Universidad Nacional Abierta y a Distancia,AES10,7,6,Yes,0,0,0,2,No,Yes,,Yes,Yes,Yes,Yes,Yes,Met,2/3,Not Met
"Universidad Nacional Abierta y a Distancia,C16",SBC13071,Student Branch Chapter,Universidad Nacional Abierta y a Distancia,C16,9,6,Yes,0,0,0,2,No,Yes,,Yes,Yes,Yes,No,Yes,Met,2/3,Not Met
"Universidad Nacional De Colombia Sede Bogota,AES10",SBC06431I,Student Branch Chapter,Universidad Nacional De Colombia Sede Bogota,AES10,2,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Nacional De Colombia Sede Bogota,AP03",SBC06431G,Student Branch Chapter,Universidad Nacional De Colombia Sede Bogota,AP03,15,6,Yes,3,2,4,2,Yes,Yes,,Yes,Yes,Yes,Yes,No,Met,3/3,Met
"Universidad Nacional De Colombia Sede Bogota,C16",SBC06431F,Student Branch Chapter,Universidad Nacional De Colombia Sede Bogota,C16,2,6,No,6,2,0,2,Yes,Yes,,Yes,No,No,No,Yes,Met,2/3,Not Met
"Universidad Nacional De Colombia Sede Bogota,CAS04",SBC06431A,Student Branch Chapter,Universidad Nacional De Colombia Sede Bogota,CAS04,8,6,Yes,1,0,1,2,No,Yes,,Yes,Yes,Yes,Yes,Yes,Met,2/3,Not Met
"Universidad Nacional De Colombia Sede Bogota,COM19",SBC06431C,Student Branch Chapter,Universidad Nacional De Colombia Sede Bogota,COM19,2,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Nacional De Colombia Sede Bogota,ED15",SBC06431J,Student Branch Chapter,Universidad Nacional De Colombia Sede Bogota,ED15,4,6,No,1,0,0,2,No,Yes,,No,No,No,No,No,Partial,0/3,Not Met
"Universidad Nacional De Colombia Sede Bogota,EMB18",SBC06431E,Student Branch Chapter,Universidad Nacional De Colombia Sede Bogota,EMB18,5,6,No,2,0,0,2,No,Yes,,No,Yes,No,No,Yes,Partial,0/3,Not Met
"Universidad Nacional De Colombia Sede Bogota,IA34",SBC06431B,Student Branch Chapter,Universidad Nacional De Colombia Sede Bogota,IA34,1,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Nacional De Colombia Sede Bogota,PE31",SBC064311,Student Branch Chapter,Universidad Nacional De Colombia Sede Bogota,PE31,5,6,No,1,0,0,2,No,Yes,,Yes,No,Yes,No,Yes,Met,1/3,Not Met
"Universidad Nacional De Colombia Sede Bogota,RA24",SBC06431D,Student Branch Chapter,Universidad Nacional De Colombia Sede Bogota,RA24,9,6,Yes,4,1,0,2,No,Yes,,Yes,Yes,Yes,Yes,Yes,Met,2/3,Not Met
"Universidad Nacional De Colombia Sede Bogota,TEM14",SBC06431K,Student Branch Chapter,Universidad Nacional De Colombia Sede Bogota,TEM14,5,6,No,4,0,0,2,No,Yes,,Yes,Yes,Yes,Yes,Yes,Met,1/3,Not Met
"Universidad Nacional sede Manizales,IA34",SBC61301,Student Branch Chapter,Universidad Nacional sede Manizales,IA34,7,6,Yes,2,0,0,2,No,Yes,,Yes,Yes,Yes,Yes,No,Met,2/3,Not Met
"Universidad Pedagogica Nacional, E25",SBC08221,Student Branch Chapter,Universidad Pedagogica Nacional,E25,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Santiago de Cali,C16",SBC64461,Student Branch Chapter,Universidad Santiago de Cali,C16,7,6,Yes,2,2,1,2,Yes,Yes,,No,No,Yes,No,No,Partial,2/3,Not Met
"Universidad Santiago de Cali,EMB18",SBC64461B,Student Branch Chapter,Universidad Santiago de Cali,EMB18,8,6,Yes,1,1,1,2,No,Yes,,Yes,Yes,Yes,Yes,Yes,Met,2/3,Not Met
"Universidad Santiago de Cali,RA24",SBC64461A,Student Branch Chapter,Universidad Santiago de Cali,RA24,8,6,Yes,3,2,1,2,Yes,Yes,,Yes,Yes,No,Yes,Yes,Met,3/3,Met
"Universidad Santiago de Cali,SP01",SBC64461C,Student Branch Chapter,Universidad Santiago de Cali,SP01,6,6,Yes,1,1,0,2,No,No,,No,No,No,No,No,Not Met,1/3,Not Met
"Universidad Santo Tomas - Tunja, AES10",SBC04081C,Student Branch Chapter,Universidad Santo Tomas - Tunja,AES10,6,6,Yes,1,1,2,2,No,Yes,,No,No,No,No,No,Partial,1/3,Not Met
"Universidad Santo Tomas - Tunja, ED15",SBC04081A,Student Branch Chapter,Universidad Santo Tomas - Tunja,ED15,7,6,Yes,0,0,0,2,No,No,,No,No,No,No,No,Not Met,1/3,Not Met
"Universidad Santo Tomas - Tunja, RA24",SBC04081B,Student Branch Chapter,Universidad Santo Tomas - Tunja,RA24,8,6,Yes,0,0,0,2,No,Yes,,Yes,No,No,No,No,Met,2/3,Not Met
"Universidad Santo Tomas-Bucaramanga,COM19",SBC60232106A,Student Branch Chapter,Universidad Santo Tomas-Bucaramanga,COM19,14,6,Yes,1,0,1,2,No,Yes,,Yes,Yes,Yes,No,No,Met,2/3,Not Met
"Universidad Santo Tomas-Bucaramanga,RA24",SBC60232106,Student Branch Chapter,Universidad Santo Tomas-Bucaramanga,RA24,16,6,Yes,1,0,1,2,No,Yes,,Yes,Yes,Yes,Yes,No,Met,2/3,Not Met
"Universidad Sergio Arboleda,EMB18/RA24",SBC01201,Student Branch Chapter,Universidad Sergio Arboleda,EMB18/RA24,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Surcolombiana, CS23",SBC16735A,Student Branch Chapter,Universidad Surcolombiana,CS23,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Surcolombiana, RA24",SBC16735,Student Branch Chapter,Universidad Surcolombiana,RA24,8,6,Yes,10,10,1,2,Yes,Yes,,No,Yes,Yes,Yes,Yes,Partial,2/3,Not Met
"Universidad Surcolombiana,PE31",SBC16735B,Student Branch Chapter,Universidad Surcolombiana,PE31,16,6,Yes,1,0,11,2,No,Yes,,Yes,Yes,Yes,Yes,Yes,Met,2/3,Not Met
"Universidad Tecnologica de Pereira, PE31",SBC17431,Student Branch Chapter,Universidad Tecnologica de Pereira,PE31,2,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Tecnologica de Pereira, PEL35",SBC17431A,Student Branch Chapter,Universidad Tecnologica de Pereira,PEL35,5,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Tecnologica de Pereira,AES10",SBC17431E,Student Branch Chapter,Universidad Tecnologica de Pereira,AES10,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Tecnologica de Pereira,CAS04",SBC17431F,Student Branch Chapter,Universidad Tecnologica de Pereira,CAS04,11,6,Yes,2,2,0,2,Yes,Yes,,Yes,Yes,Yes,Yes,No,Met,3/3,Met
"Universidad Tecnologica de Pereira,IA34",SBC17431C,Student Branch Chapter,Universidad Tecnologica de Pereira,IA34,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad Tecnologica de Pereira,RA24",SBC17431D,Student Branch Chapter,Universidad Tecnologica de Pereira,RA24,1,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad de Antioquia, PE31",SBC14361A,Student Branch Chapter,Universidad de Antioquia,PE31,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad de Narino, CIS11",SBC64151,Student Branch Chapter,Universidad de Narino,CIS11,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad de Narino, RA24",SBC64151B,Student Branch Chapter,Universidad de Narino,RA24,2,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad de Narino,PE31",SBC64151A,Student Branch Chapter,Universidad de Narino,PE31,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad de San Buenaventura - Cali,C16",SBC07901A,Student Branch Chapter,Universidad de San Buenaventura - Cali,C16,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad de San Buenaventura - Cali,ED15",SBC07901B,Student Branch Chapter,Universidad de San Buenaventura - Cali,ED15,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad de San Buenaventura,COM19",SBC62571,Student Branch Chapter,Universidad de San Buenaventura,COM19,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad de San Buenaventura,CS23",SBC62571F,Student Branch Chapter,Universidad de San Buenaventura,CS23,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad de San Buenaventura,CT08",SBC62571A,Student Branch Chapter,Universidad de San Buenaventura,CT08,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad de San Buenaventura,ED15",SBC62571E,Student Branch Chapter,Universidad de San Buenaventura,ED15,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad de San Buenaventura,EMB18",SBC6257D,Student Branch Chapter,Universidad de San Buenaventura,EMB18,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad de San Buenaventura,IA34",SBC6257C,Student Branch Chapter,Universidad de San Buenaventura,IA34,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad de San Buenaventura,PE31",SBC6257A,Student Branch Chapter,Universidad de San Buenaventura,PE31,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad de San Buenaventura,RA24",SBC6257B,Student Branch Chapter,Universidad de San Buenaventura,RA24,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad de San Buenaventura,SMC28",SBC62571D,Student Branch Chapter,Universidad de San Buenaventura,SMC28,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad de la Sabana, C16",SBC66041A,Student Branch Chapter,Universidad de la Sabana,C16,3,6,No,0,0,0,2,No,Yes,,No,No,No,No,No,Partial,0/3,Not Met
"Universidad de la Sabana, RA24",SBC66041B,Student Branch Chapter,Universidad de la Sabana,RA24,7,6,Yes,0,0,0,2,No,No,,No,No,No,No,No,Not Met,1/3,Not Met
"Universidad de los Andes,AES10",SBC12991K,Student Branch Chapter,Universidad de los Andes,AES10,2,6,No,2,0,0,2,No,Yes,,Yes,No,No,No,No,Met,1/3,Not Met
"Universidad de los Andes,C16",SBC12991H,Student Branch Chapter,Universidad de los Andes,C16,23,6,Yes,4,1,1,2,No,Yes,,Yes,Yes,Yes,Yes,Yes,Met,2/3,Not Met
"Universidad de los Andes,CAS04",SBC12991C,Student Branch Chapter,Universidad de los Andes,CAS04,13,6,Yes,12,5,1,2,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Met,3/3,Met
"Universidad de los Andes,CIS11",SBC12991E,Student Branch Chapter,Universidad de los Andes,CIS11,11,6,Yes,4,0,0,2,No,Yes,,Yes,Yes,Yes,Yes,Yes,Met,2/3,Not Met
"Universidad de los Andes,COM19",SBC12991B,Student Branch Chapter,Universidad de los Andes,COM19,13,6,Yes,5,2,1,2,Yes,Yes,,No,No,Yes,No,Yes,Partial,2/3,Not Met
"Universidad de los Andes,CS23",SBC12991A,Student Branch Chapter,Universidad de los Andes,CS23,6,6,Yes,4,2,0,2,Yes,Yes,,Yes,Yes,Yes,No,Yes,Met,3/3,Met
"Universidad de los Andes,E25",SBC12991M,Student Branch Chapter,Universidad de los Andes,E25,17,6,Yes,28,3,0,2,Yes,Yes,,Yes,Yes,No,Yes,No,Met,3/3,Met
"Universidad de los Andes,ED15",SBC12991J,Student Branch Chapter,Universidad de los Andes,ED15,16,6,Yes,1,0,0,2,No,Yes,,No,No,No,No,No,Partial,1/3,Not Met
"Universidad de los Andes,EMB18",SBC12991L,Student Branch Chapter,Universidad de los Andes,EMB18,20,6,Yes,16,3,1,2,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Met,3/3,Met
"Universidad de los Andes,IA34",SBC12991G,Student Branch Chapter,Universidad de los Andes,IA34,20,6,Yes,3,0,3,2,No,Yes,,Yes,Yes,Yes,No,No,Met,2/3,Not Met
"Universidad de los Andes,PE31",SBC12991F,Student Branch Chapter,Universidad de los Andes,PE31,22,6,Yes,4,1,1,2,No,Yes,,Yes,Yes,Yes,Yes,Yes,Met,2/3,Not Met
"Universidad de los Andes,PEL35",SBC12991O,Student Branch Chapter,Universidad de los Andes,PEL35,18,6,Yes,12,2,1,2,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Met,3/3,Met
"Universidad de los Andes,RA24",SBC12991I,Student Branch Chapter,Universidad de los Andes,RA24,20,6,Yes,11,4,0,2,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Met,3/3,Met
"Universidad de los Andes,SP01",SBC12991D,Student Branch Chapter,Universidad de los Andes,SP01,0,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad de los Andes,SSC37",SBC12991P,Student Branch Chapter,Universidad de los Andes,SSC37,7,6,Yes,4,2,0,2,Yes,Yes,,No,Yes,No,Yes,Yes,Partial,2/3,Not Met
"Universidad de los Andes,VT06",SBC12991N,Student Branch Chapter,Universidad de los Andes,VT06,3,6,No,0,0,0,2,No,No,,No,No,No,No,No,Not Met,0/3,Not Met
"Universidad del Cauca,AES10",SBC09161C,Student Branch Chapter,Universidad del Cauca,AES10,9,6,Yes,8,7,1,2,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Met,3/3,Met
"Universidad del Cauca,C16",SBC09161B,Student Branch Chapter,Universidad del Cauca,C16,10,6,Yes,0,0,0,2,No,No,,No,No,No,No,No,Not Met,1/3,Not Met
"Universidad del Cauca,C16/COM19",SBC09161,Student Branch Chapter,Universidad del Cauca,C16/COM19,20,6,Yes,0,0,0,2,No,No,,No,No,No,No,No,Not Met,1/3,Not Met
